-19,-57,89,-21,7,-4,31,-42
-51,-90,11,-41,-54,34,71,-92
5,60,-9,-8,-40,26,79,65
82,6,9,47,-58,-27,-47,-51
-87,-36,-98,-72,-86,71,3,-89
57,-43,-87,-21,24,99,40,73
29,65,-7,90,5,-14,95,-7
-34,67,58,46,23,-73,55,-100
-84,28,94,72,19,-50,-93,44
-37,73,52,-99,13,-25,99,31
-70,75,-16,-6,93,45,-8,67
-3,95,-77,-44,50,73,93,21
-22,43,-14,-28,92,-87,80,-69
-98,-93,-10,-88,-43,5,-67,51
-31,-9,-38,-33,20,84,43,94
45,-33,45,-26,-83,97,-13,-66
46,-100,9,94,36,72,61,-51
-85,24,12,-73,18,48,-19,-50
53,-76,-73,-32,34,-15,-67,-5
-11,-38,55,-96,73,-32,89,-39
20,-93,90,26,97,60,-31,41
-2,66,51,30,28,63,25,58
-57,-89,71,-66,-40,-31,-82,44
61,53,6,11,33,-92,-28,3
-44,64,61,71,56,-69,-78,69
68,-66,72,18,85,-29,-39,2
91,85,39,28,40,54,1,-69
-41,-39,1,17,31,68,-94,99
-91,48,-65,4,26,-73,10,-29
38,-40,-46,46,-10,-39,61,17
-9,17,49,48,-41,57,-29,90
-65,-52,8,-54,90,-40,-1,-38
