5,4,78,34,-22,-100,80,56
100,22,64,-6,-23,27,-42,90
-92,50,-40,-41,6,0,-17,-69
56,34,77,90,-81,83,22,-6
66,90,-23,-76,91,49,95,-30
55,-7,-7,12,-95,-36,10,-22
19,30,-18,1,-74,56,82,-2
-17,-61,-34,43,92,10,-46,11
-28,31,-46,-58,67,31,63,-59
64,7,30,-76,79,61,-1,-50
-26,-93,-87,-13,11,-42,28,-1
-70,48,70,-37,7,-80,-14,67
68,-16,-77,2,-8,-73,-25,-37
-33,-98,35,56,33,-5,26,-36
-97,-76,-55,57,43,-46,-35,14
9,-11,3,-43,-29,58,32,-4
-17,54,-21,24,-63,-97,-66,-78
-48,41,89,23,-89,-89,98,-25
-32,6,81,-6,-97,-54,47,7
-8,-43,-98,-22,-29,-77,81,8
-60,-19,89,76,-86,-81,-44,41
-39,69,99,-29,78,78,57,38
-30,59,94,-1,95,30,71,-95
27,-65,-91,-73,-31,75,94,37
93,-58,-94,-81,-61,14,-28,-58
-86,88,63,-60,-25,50,35,-93
59,78,-30,-77,-63,82,-14,-70
81,69,-42,-100,-4,52,-69,-33
83,-20,43,17,29,-78,7,-94
-70,11,-8,3,-31,79,20,-68
-21,-68,-54,65,-56,39,-85,-59
-48,-52,21,-13,-29,-28,62,-15
67,-10,26,-12,-21,-25,-64,-12
13,90,53,-62,2,0,-83,70
63,4,-73,75,-91,-91,68,-42
-47,92,52,-16,-11,37,86,-69
72,20,-33,-3,-77,67,46,-4
23,44,23,72,30,44,-86,-79
-52,-18,-37,38,86,28,1,-66
-43,-34,-46,-36,-46,-10,54,-78
91,14,87,10,-19,-42,-73,-69
-76,70,-20,12,26,-3,63,55
71,90,-13,-53,-64,-76,-22,-94
-30,18,60,-25,-21,76,-5,77
-34,-22,17,86,-20,80,-39,-3
59,-72,47,-46,27,-99,50,-41
100,6,-54,74,25,13,-8,18
-69,8,-58,-3,-49,88,32,1
32,-48,56,-40,9,-20,-58,-73
-10,37,27,-5,-10,40,-14,45
100,48,-30,-3,41,48,-99,71
30,74,-30,67,1,30,-68,94
-8,-47,-45,-63,100,83,60,59
-83,-61,-4,47,51,-76,-62,-11
79,-52,-94,95,29,94,10,92
79,6,-52,-60,-21,41,-49,-66
-75,12,-68,-58,18,-64,14,-9
74,100,96,-35,-13,-3,-67,-81
-93,-48,-61,-37,60,-61,-35,-99
-96,-19,73,-55,7,-72,-67,-4
24,-41,64,-46,46,-63,-44,-89
-65,-73,77,37,39,50,-26,13
-18,22,-62,-35,54,66,80,15
60,-22,-51,-88,5,96,64,95
65,-95,-1,31,-47,-66,-28,16
66,-40,58,-12,-26,81,19,85
-72,-95,-22,-52,-77,67,-85,-43
-14,29,81,6,-10,-57,8,-9
62,-18,34,-96,-91,86,46,38
1,-37,-19,-46,98,-64,43,-78
23,47,47,11,39,98,-13,80
67,48,-49,54,24,99,96,62
19,36,-93,69,58,15,54,70
-95,-61,39,-15,80,-52,-39,100
-13,49,100,-84,72,28,20,24
98,81,16,-41,-35,93,70,-55
-48,-13,-58,-47,-48,91,34,5
-71,21,29,59,28,-36,38,30
65,-34,59,86,28,32,90,42
84,65,-93,-88,-2,-65,16,41
-93,28,-66,-31,-93,58,2,-57
5,76,-57,-62,62,-6,-13,-73
99,63,-78,-71,-35,-95,46,-66
3,34,17,-79,-39,77,29,22
-77,-73,-26,-42,44,-95,61,-32
99,-95,-96,75,63,-21,-56,28
-14,-75,94,0,97,86,88,-3
-66,-86,60,-5,-54,67,-38,25
3,39,-17,-5,-22,67,83,-6
72,77,79,-14,74,-53,-1,-97
-7,-49,84,19,96,-33,39,37
63,-64,43,-6,-66,77,4,-48
75,-26,-42,30,55,-44,96,-40
-4,-80,56,-60,93,84,91,-52
-46,100,66,76,-17,13,-95,-15
45,34,91,-41,-6,-64,-64,-82
-62,-41,21,56,82,67,-38,84
-91,65,26,-46,63,6,-36,39
87,30,71,45,74,97,67,-21
-85,0,-81,98,-4,-68,-91,-77
-81,-84,-45,-9,-84,-18,-49,91
-64,-4,-98,15,94,-85,14,34
49,45,-29,35,28,-63,-57,56
3,-36,22,86,-67,-31,6,50
69,1,-71,-11,25,64,64,-60
-81,-60,73,15,18,28,87,-86
-5,75,27,-25,23,-93,8,66
44,40,-96,-70,89,20,89,100
-81,-47,-12,73,6,-66,-2,4
-1,-52,28,0,10,8,39,1
62,52,98,-12,22,18,-69,21
100,29,21,-58,59,-83,-12,91
-29,69,42,75,69,-56,59,22
43,-4,52,-61,61,51,-4,38
20,35,48,-52,-82,66,66,35
25,-4,-78,42,-27,-9,85,42
-16,5,-46,-10,-40,14,70,-51
-51,5,-90,-93,-9,92,35,76
14,-100,-90,94,27,-94,6,-50
-51,-45,78,7,90,-48,-16,74
87,-25,-9,-75,-28,-45,81,80
-48,-24,-34,-78,-55,-76,-59,-65
-1,95,-57,99,-43,-2,-61,31
26,-92,77,44,34,10,94,62
-36,-27,-95,90,-55,79,-99,-35
97,21,-85,53,-95,10,2,-30
3,-11,-51,-41,79,45,24,-83
-54,-39,-9,-58,-82,99,-87,82
77,5,47,-86,-50,4,-19,-3
19,-70,-48,-83,13,-22,35,25
55,99,-37,10,61,87,-42,-62
-65,-31,19,56,79,90,24,-68
51,50,18,4,-64,3,74,12
75,92,-32,-97,-57,48,1,-34
81,40,-77,-50,83,25,2,-88
-28,-72,-22,-47,-19,94,-66,48
-96,73,-57,23,75,-98,-44,-81
15,52,-53,93,-57,17,-1,-90
-46,100,-38,47,-68,-3,-14,6
50,-69,-52,95,90,45,94,-50
-5,-43,99,-24,-67,94,-35,-51
-70,28,96,-43,87,-64,86,-2
0,21,-85,-41,-17,-25,-56,-76
-2,65,97,30,-81,-28,-81,-81
-83,56,-90,72,-47,-11,-61,-58
22,9,40,36,-42,11,-88,9
-40,-12,-34,-36,53,-78,16,-55
65,86,64,35,27,-15,-100,65
-57,-13,-19,57,-72,72,-96,-29
-18,-95,-96,59,-19,57,41,15
17,74,-36,53,41,62,-29,65
-71,-74,-55,-88,56,15,5,63
8,-71,-9,69,18,-80,-13,80
-6,-79,-81,73,43,-44,87,-12
-61,-77,32,-3,9,42,13,-35
-67,2,85,-94,-89,-71,75,32
8,63,23,60,83,-63,49,-78
-35,-96,22,59,32,-30,81,23
-100,-12,-33,14,52,14,79,4
1,-75,-95,41,-7,27,-71,-80
-62,-32,-42,57,91,17,-20,-95
-97,-7,-22,59,74,4,37,59
8,70,-84,37,52,83,-93,48
-80,-27,-61,83,-95,-18,-39,-46
-98,71,-47,-82,20,-35,99,-71
-84,-3,-39,-88,-3,-94,19,-88
30,38,-53,70,18,-84,-8,-16
-28,-48,23,36,-2,-81,73,43
-66,-9,30,-41,-52,62,-61,4
22,30,28,32,-25,-73,-38,57
9,35,-79,-88,82,5,17,93
-6,51,3,-53,-37,51,68,-44
-24,25,63,42,45,42,92,92
-55,-68,-31,96,80,-4,-42,-32
-7,-77,38,63,66,-7,78,-54
46,-70,46,32,32,-74,-94,57
94,74,-38,47,22,-60,57,47
16,-79,-88,38,79,-39,25,7
47,-44,-75,24,68,-45,48,-23
94,-6,69,13,-47,-70,-19,-50
45,5,-8,-90,80,44,-24,57
-18,-53,95,-27,63,84,44,-53
32,46,-83,81,-89,54,93,-43
100,-82,45,-58,38,-25,73,-19
-93,40,51,62,-12,-52,-60,-86
-2,63,20,2,-28,-67,-4,11
-91,57,-61,-70,-59,-33,53,-28
73,-21,-100,-11,-100,-71,-85,36
58,30,65,-21,36,69,-80,-49
-96,52,-15,-2,8,-55,69,-55
94,-62,45,84,42,-20,59,-28
82,-83,-43,-58,-18,-86,14,89
-26,-65,37,42,-41,-45,-79,-19
-59,70,-100,98,-3,-1,36,-9
-34,-10,-32,-70,-24,42,-5,-61
-51,-99,67,98,99,-96,55,89
-65,1,6,-57,84,52,-92,100
58,-64,84,28,-15,71,-92,-26
-80,57,13,18,42,-42,51,83
27,-13,94,18,66,-46,-49,11
-95,46,36,62,-18,-65,-92,-54
71,5,-12,-90,-56,-25,41,24
27,-26,23,-39,30,-76,-82,-16
-62,-99,20,87,-30,46,55,-39
39,49,63,55,31,-2,35,-62
-5,95,99,-39,26,-59,1,4
91,72,-77,29,26,94,77,55
3,-64,-47,93,5,45,87,31
2,38,43,97,94,55,10,-96
-98,6,-53,-4,-78,-37,-62,-23
-14,68,-3,13,-14,29,-51,-61
-81,-67,56,-14,-92,0,-6,42
